idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15;;;
;;;
"13853,Flaming Jesse or Tropical SunShine,Ordinary Drink,Alcoholic,""Put all ingredients in a shaker with ice. Shake, strain into a collin's glass. Garnish with an orange slice."",,Malibu rum,Vodka,Bailey's irish cream,Orange juice,,,,,,,,,,";;;
;;;
13855,Hurricane Hugo,Shot,Alcoholic,Mix all ingredients over ice in large Shaker. Add more juice to taste for the lightweights. Shake well and strain into shot glass. This recipe may be doubled or quadrupled. We strongly encourage this. Enjoy!!,,Vodka,Amaretto,Sloe gin,Midori melon liqueur,Southern Comfort,Orange juice,Cranberry juice,,,,,,,;;;
;;;
"13857,L&C,Ordinary Drink,Alcoholic,""Put pineapple in the blender and blend (duh) till smooth. Add vodka, rum, and enough ice to raise the level to five cups. Blend until the ice gets all smashed up. Pour into tall glasses";" garnish with the cherry. Drink until YOU get all smashed up."",,Pineapple,Pineapple vodka,Malibu rum,Ice,Maraschino cherry,,,,,,,,,";;
;;;
13861,Nutty Irishman,Milk / Float / Shake,Alcoholic,Serve over ice,http://www.thecocktaildb.com/images/media/drink/xspupx1441248014.jpg,Bailey's irish cream,Frangelico,Milk,,,,,,,,,,,;;;
;;;
13863,Greazy Deigo,Cocktail,Alcoholic,Empty zima into glass. Then add the 2 shots of 151 rum. next add the Kool-Aid. Mix until a light froth is achieved...and enjoy,,Zima,151 proof rum,Kool-Aid,,,,,,,,,,,;;;
;;;
13865,Harley Davidson #1,Shot,Alcoholic,In a mixing tin add bailys and midori over ice stir and strain into 4oz bucket and top with Jägermeister,,Bailey's irish cream,Midori melon liqueur,Jägermeister,,,,,,,,,,,;;;
;;;
13867,Carmel Coke,Ordinary Drink,Alcoholic,Fill a rocker glsa with ice add the Coca-Cola then the schnapps,,Butterscotch schnapps,Coca-Cola,Ice,,,,,,,,,,,;;;
;;;
13869,Modified Duck Fart,Shot,Alcoholic,Layer liquors in order listed from top to bottom in shot glass. Drink all at once.,,Crown Royal,Bailey's irish cream,Kahlua,,,,,,,,,,,;;;
;;;
13871,Vit Ryss,Ordinary Drink,Alcoholic,Mix everything in a highballglas and add some ice.,,Vodka,Kahlua,Milk,,,,,,,,,,,;;;
;;;
13873,Windex,Ordinary Drink,Alcoholic,Combine in a mixing glass half-filled with ice cubes. Stir well. Strain into cocktail glass.,,Vodka,Triple sec,Blue Curacao,,,,,,,,,,,;;;
;;;
13875,Five dollar shake,Punch / Party Drink,Alcoholic,Pour all ingredients into pint glass.,,Midori melon liqueur,Peach schnapps,Hoopers Hooch,,,,,,,,,,,;;;
;;;
"13877,Neon Ghost,Shot,Alcoholic,""Shake it with ice, and serve it in a cocktail glass."",,Vodka,Pisang Ambon,,,,,,,,,,,,";;;
;;;
13879,Buttery Nipple #2,Shot,Alcoholic,Pour Butterscotch Schnapps halfway in shot glass. Pour Cream Whiskey down the side of the glass to fill the shot the rest of the way . Object is to float the Irish Cream on the Schnapps,,Butterscotch schnapps,Irish cream,,,,,,,,,,,,;;;
;;;
13881,Gold Driver,Ordinary Drink,Alcoholic,Fill a short glass with ice. Pour the Cuervo into glass until about half full (more if you like it like I do). Top off with the Orange Juice. Squeeze a slice of lime into the drink. Enjoy!,,Gold tequila,Orange juice,Lime,Ice,,,,,,,,,,;;;
;;;
"13883,Iron Hindu,Cocktail,Alcoholic,""Shake with plenty of ice, pour into Hurricaine glasses. Grind a moderate amount of green cardomom on top. (This is extremely important, and gives the drink it's characteristic purfume.) Garnish with fruit, a frilly umbrella, etc."",,Cognac,Vanilla schnapps,Apricot brandy,Apricot nectar,Heavy cream,Cardamom,,,,,,,,";;;
;;;
13885,Strawberry Storm,Cocktail,Alcoholic,Shake all ingredience together except cream. Float cream on top. Garnish with pineapple spear and cherry.,,Kahlua,Strawberry liqueur,Pineapple juice,Cream,,,,,,,,,,;;;
;;;
13887,Aranov,Other/Unknown,Alcoholic,Mix Vodka and Juice in a any kind of bottle.,,Vodka,Orange juice,,,,,,,,,,,,;;;
;;;
13889,Grateful Dead #1,Ordinary Drink,Alcoholic,Fill Collins Class with Ice. Add all the white alcohol. Add the sour mix. Top off glass with Razzmatazz or Chambourd. Then shake to mix contents. A fruity version of a Long Island Iced Tea,,Tequila,Rum,Vodka,Gin,Triple sec,Sour mix,Razzmatazz,,,,,,,;;;
;;;
"13891,Lemon Drop #1,Shot,Alcoholic,""to consume: place sugar on lemon, place in mouth and take shot, then bite down on lemon -enjoy sweet/tart flavor as vodka goes down! YummY!"",,Absolut Citron,Lemon,Sugar,,,,,,,,,,,";;;
;;;
"13893,Sex under the bleachers with a KU cheerleader,Ordinary Drink,Alcoholic,""Mix alcoholic ingredients and kiwi in blender, then add the food coloring and stir. Pour into glass and top with cherry."",,Vodka,Kahlua,Sugar,Triple sec,Kiwi,Food coloring,Cherry,,,,,,,";;;
;;;
13895,Chocolate Raspberry Delight,Cocktail,Alcoholic,Serve on ice or blend for a milk shake effect.,,Bailey's irish cream,Chambord raspberry liqueur,,,,,,,,,,,,;;;
;;;
13897,Pineapple Tea,Ordinary Drink,Alcoholic,Fill 12 oz. glass with ice. Add all the alcohol and sour mix. Top off glass with pineapple juice to taste then watch out.,,Tequila,Rum,Vodka,Gin,Triple sec,Sour mix,Pineapple juice,,,,,,,;;;
;;;
13899,3 Wise Men,Shot,Alcoholic,put them them in a glass... and slam it to tha head.,http://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,Jack Daniels,Johnnie Walker,Jim Beam,,,,,,,,,,,;;;
;;;
"13901,Mountain Dew #1,Shot,Alcoholic,""Fill half beer glass with beer. Fill other half with 7-UP soda (If you have the patience, pour a little of one, then a little of the other, until the glass is full). Fill a shot glass with Melon liqueur. Drop entire shot glass into glass of beer. Immediately drink entire pint of beer with shot glass still inside (do not swallow the shot glass)."",,Beer,7-Up,Midori melon liqueur,,,,,,,,,,,";;;
;;;
"13903,The Breakfast Drink,Punch / Party Drink,Alcoholic,""The amount of ingredients can vary depending upon the size of the punch bowl,"",,Vodka,Peachtree schnapps,Orange juice,Chambord raspberry liqueur,Collins mix,,,,,,,,,";;;
;;;
"13905,""Irish Cream, Home Made"",Homemade Liqueur,Alcoholic,Mix all ingredients together in a blender or mix in a bowl with a whisk until fully blended.,,Condensed milk,Cream,Egg,Chocolate syrup,Rye whiskey,,,,,,,,,";;;
;;;
"13907,Rolf's Scandinavian Glogg,Other/Unknown,Alcoholic,""take seeds out of cardamom pods, put the seeds and the rest of the spices (1-4) in cheesecloth bag. combine 1qt port, 1qt red wine, raisins and spice bag, simmer for 15-20 minutes. add remaining port, red wine and almonds, heat through (but not hot enough to evaporate remaining alcohol). In another pan, mix sugar with 1/3 of the brandy, light brandy on fire and melt sugar. When sugar is melted add remaining brandy. Then combine with the wine/port mixture. Drink!!!"",,Cardamom,Cinnamon,Cloves,Orange,Port,Red wine,Raisins,Sugar,Brandy,,,,,";;;
;;;
13909,Lloyd Special,Shot,Alcoholic,Pour into shot glass and shoot it back.,,Jack Daniels,Grand Marnier,,,,,,,,,,,,;;;
;;;
"13911,Canadian Funky Electric Cider,Ordinary Drink,Alcoholic,""Place 3/4 oz. of whiskey in an old-fashioned glass. Add 2.5 oz. of optinally warmed Canadian Apple Cider. If served cold, crushed ice is optional."",,Canadian whisky,Apple cider,,,,,,,,,,,,";;;
;;;
13913,The Boiling Panther,Ordinary Drink,Alcoholic,Poor shots into glass. Fill with Dr. Pepper or Mt. Dew and mix. Enjoy.,,Spiced rum,Dr. Pepper,,,,,,,,,,,,;;;
;;;
13914,Jersey Devil,Punch / Party Drink,Alcoholic,Put cranberry juice in punch bowl. Add apple cider/juice and apple juice brandy to taste. Slice apple in 3/16th,,Cranberry juice,Apple cider,Applejack,Apple,,,,,,,,,,;;;
;;;
"13917,Fat Hooker,Ordinary Drink,Alcoholic,""Pour first three ingredients in a highball glass filled with ice. Fill with orange or pinapple juice, stir well, and serve."",,Vodka,Peach schnapps,Malibu rum,Orange juice,,,,,,,,,,";;;
;;;
"13918,Galliano Hotshot,Other/Unknown,Alcoholic,""Layer Galliano, then hot coffee, then cream. Sprinkle with a pinch of nutmeg."",,Galliano,Coffee,Heavy cream,Nutmeg,,,,,,,,,,";;;
;;;
"13920,Blue Blazer,Shot,Alcoholic,""boil water and whisky in seprate glasses, ignite whisky, slowly mix whisky and water 4-6 times"",,Whisky,Water,,,,,,,,,,,,";;;
;;;
"13922,Tanqueray and Tonic,Cocktail,Alcoholic,""Add ice to glass. Fill 2/3 of the way up with Tanqueray Gin, and the remaining 1/3 with tonic water. Add lime."",,Gin,Tonic water,Lime,,,,,,,,,,,";;;
;;;
"13924,Grateful Dead #2,Other/Unknown,Alcoholic,""fill glass with ice. Add each liquor, then pour sour mix to top. stir. splash of 7up or sprite."",,Vodka,Rum,Gin,Triple sec,Chambord raspberry liqueur,Sour mix,Sprite,,,,,,,";;;
;;;
13926,Butterfinger,Ordinary Drink,Alcoholic,fill glass with ice. pour butterscotch scnapps and bailey's into glass. fill with milk. shake. serve with sip straw.,,Butterscotch schnapps,Bailey's irish cream,Milk,,,,,,,,,,,;;;
;;;
13928,Dead green frog,Shot,Alcoholic,Chill on ice and strain into shot glass.,,Rumple Minze,Kahlua,Green Creme de Menthe,Bailey's irish cream,Vodka,,,,,,,,,;;;
;;;
13930,Hot Damn,Shot,Alcoholic,shake all ingredients adding less or more orange juice for you preferance of taste. serve in shot glass.,,Whiskey,Orange juice,Rum,Vodka,,,,,,,,,,;;;
;;;
13932,Bloody Brain,Shot,Alcoholic,Pour schapps into cordial glass then gently float Bailey's on top. Drip grenadine into glass. It is very important to drip the grenadine one drop at a time for maximum effect.,,Peach schnapps,Bailey's irish cream,Grenadine,,,,,,,,,,,;;;
;;;
"13934,Fart In the Ocean,Ordinary Drink,Alcoholic,""Add tequila and chilled 7-UP to glass, drop in one sweet prune in each glass. Add ice if you wish."",,Tequila,7-Up,,,,,,,,,,,,";;;
;;;
"13936,Miami Vice,Cocktail,Alcoholic,""First: Mix pina colada with 2.5 oz. of rum with ice(set aside). Second: Mix daiquiri with 2.5 oz. of rum with ice. Third: While frozen, add pina colda mix then daiquiri mix in glass (Making sure they do not get mixed together)."",http://www.thecocktaildb.com/images/media/drink/qvuyqw1441208955.jpg,151 proof rum,Pina colada mix,Daiquiri mix,,,,,,,,,,,";;;
;;;
"13938,AT&T,Ordinary Drink,Alcoholic,""Pour Vodka and Gin over ice, add Tonic and Stir"",,Absolut Vodka,Gin,Tonic water,,,,,,,,,,,";;;
;;;
"13940,69 Special,Ordinary Drink,Alcoholic,""Pour 2 oz. gin. Add 4 oz. 7-up. Add Lemon Juice for flavor. If you are weak, top up glass with more 7-Up."",http://www.thecocktaildb.com/images/media/drink/vqyxqx1472669095.jpg,Gin,7-Up,Lemon juice,,,,,,,,,,,";;;
;;;
13942,Machine,Shot,Alcoholic,Add the orange juice in the glass so it fills it about 1/3. Then take a napkin and put it over the glass pushing it down toward the juice. Push napkin down as far as it can go without touching the juice. Next pour the vodka very slowly so it dribbles on top of the juice. This will create a layer of vodka that lays on top of the juice because of the different densities of the liquids.,,Orange juice,Vodka,,,,,,,,,,,,;;;
;;;
13944,Golden Eye,Shot,Alcoholic,pour 1 oz of goldshlager shapps then pour in the baileys. This is a layered drink with the baileys on the bottom. Garnish with a nut in the middle of the drink.,,Bailey's irish cream,Goldschlager,Nuts,,,,,,,,,,,;;;
;;;
13946,Joe Cocker,Shot,Alcoholic,Put all into a Shot Glass,,Amaretto,Southern Comfort,Crown Royal,Jack Daniels,,,,,,,,,,;;;
;;;
"13948,Nuts and Berries #1,Milk / Float / Shake,Alcoholic,""In a ice filled mixing cup add all ingredients and shake well, pour into cocktail glass, garnish with berries in season"",,Chambord raspberry liqueur,Frangelico,Milk,,,,,,,,,,,";;;
;;;
13950,John's Bomb,Shot,Alcoholic,pour very cold tequila with Benedictine in a shot glass.You serve it with a slice of orange that has cinnamon on it nad kalo methisi(that was Greek),,Tequila,Benedictine,Orange,Cinnamon,,,,,,,,,,;;;
;;;
13952,Long Island Iced Tea #4,Ordinary Drink,Alcoholic,Mix all liquors and sweet and sour and top off with Pepsi Cola. Stir and Serve with a Lemon wheel.,,Triple sec,Absolut Vodka,Gold tequila,151 proof rum,Gin,Sweet and sour,Pepsi Cola,,,,,,,;;;
;;;
13954,South Side,Cocktail,Alcoholic,Add all ingredients to blender including one mint leaf as it will be blended up and leave little specks at top of drink. After drink is complete add other whole mint leaves. A lime wedge can also be added. Amount of soda water should fluxuate according to how strong the lemon-lime solution is.,,Vodka,Triple sec,Lime juice,Ice,Mint,Soda water,,,,,,,,;;;
;;;
"13956,Cherry Martinsen,Ordinary Drink,Alcoholic,""Pour in the brandy and then the coke, biatch. Hold up the glass and say dude. Enjoy dude."",,Cherry brandy,Coca-Cola,,,,,,,,,,,,";;;
;;;
13959,Pink Police,Punch / Party Drink,Alcoholic,In a pitcher add one can of beer. Next add one can of frozen pink lemonade. Note: do not mix the lemonade with water. Finally use the empty lemonade container to measure and add the vodka. Stir and enjoy.,,Beer,Pink lemonade,Vodka,,,,,,,,,,,;;;
;;;
"13961,French Pirate,Cocktail,Alcoholic,""Pour Orange curacao into champagne flute, add Dark rum, top off with Champagne, I recommend Brut"",,Orange Curacao,Dark rum,Champagne,,,,,,,,,,,";;;
;;;
13965,Bushwacker #3,Milk / Float / Shake,Alcoholic,Put all contents in a blender and blend until smooth. Ice-cream can be substituted for the half-and-half,,Light rum,Dark rum,Kahlua,Half-and-half,Cream of coconut,Ice,,,,,,,,;;;
;;;
13967,Four Horsemen,Shot,Alcoholic,Pour contents in shaker over ice and shake well. Pour into glass. This is a big shooter so you have to use a small rocks glass.,,Gold tequila,Jägermeister,Rumple Minze,151 proof rum,,,,,,,,,,;;;
;;;
"13969,Dublin Doubler,Shot,Alcoholic,""Mix irish whiskey, irish cream, and ice cubes. Shake to chill. Serve with or without the ice, it is very good either way."",,Irish whiskey,Irish cream,Ice,,,,,,,,,,,";;;
;;;
"13971,Irish Coffee (Simple),Coffee / Tea,Alcoholic,""Start with sugar in the empty glass. Next pour in the whiskey, followed by the coffee. Stir till sugar is disolved, let mixture settle. Float whipped cream on top. Curl up in front of the fireplace with J. Joyce and enjoy!"",http://www.thecocktaildb.com/images/media/drink/sywsqw1439906999.jpg,Irish whiskey,Coffee,Sugar,Whipped cream,,,,,,,,,,";;;
;;;
"13973,Kahlua Fudge Shake,Milk / Float / Shake,Alcoholic,""Just like making a milk shake, but add the Kahlua. This drink is very rich, but it tastes great. We invented it one summer day!!"",,Kahlua,Ice-cream,Milk,Ice,,,,,,,,,,";;;
;;;
13975,Afterburner #2,Shot,Alcoholic,pour 1 shot a vodka pour 1/2 shot of Tobasco sauce in seperate shot glass (take vodka shot immediately followed by the Tobasco shot) ***amount can be changed to liking,,Vodka,Tabasco sauce,,,,,,,,,,,,;;;
;;;
"13979,Mocha Mint Irish Cream Cappuccino,Coffee / Tea,Alcoholic,""By adding the steamed milk last, the ingredients mix well. Make sure to stir all of the chocolate from the bottom of glass."",,Chocolate syrup,White Creme de Menthe,Creme de Cacao,Irish cream,Espresso,Milk,Whipped cream,,,,,,,";;;
;;;
13981,Ersh,Other/Unknown,Alcoholic,Take 1 part Vodka and shake well with 1 part of Best beer you know.,,Vodka,Beer,,,,,,,,,,,,;;;
;;;
13983,Ekatherina Andreevna,Cocktail,Alcoholic,Always put ice in glass first to cool the mixers when they are poured.,,Vodka,Bourbon,Orange juice,,,,,,,,,,,;;;
;;;
"13985,Crack Juice,Punch / Party Drink,Alcoholic,""In a large container, fill half way with ice. Pour in all contents and mix well. You are ready to serve."",,Vodka,Beer,Lime juice,,,,,,,,,,,";;;
;;;
13987,Screaming Orgasm II,Shot,Alcoholic,Stir together and serve over ice,,Amaretto,Bailey's irish cream,Vodka,,,,,,,,,,,;;;
;;;
"13989,Sex on the Beach #3,Shot,Alcoholic,""Mix all ingredients in a pitcher of ice to chill, adding just enough grenadine to color pink. Add more or less OJ and 7-up to achieve desired strength. Strain into bottle to serve as shooters or serve the whole pitcher with a number of straws for a group to slurp down at the same time!!"",,Vodka,Triple sec,Apple schnapps,Peach schnapps,Southern Comfort,Orange juice,7-Up,,,,,,,";;;
;;;
13991,Burning Nazi,Shot,Alcoholic,Keep bottles chilled or mix over ice and strain into shot glass.,,Jägermeister,Rumple Minze,,,,,,,,,,,,;;;
;;;
"13993,Spicey Scot,Cocoa,Alcoholic,""Add equal parts of liqeuer to hot chocolate or cocoa and top with whipped cream and shave chocolate, cinnamon or nutmeg."",,Butterscotch schnapps,Spiced rum,Hot chocolate,Whipped cream,,,,,,,,,,";;;
;;;
"13995,Apple Pie Shot #1,Shot,Alcoholic,""Pour one shot of Apple Juice and another of Vodka. Sprinkle cimmamon on the tougue and pour both shots into your mouth. Without drinking, shake your head until cimmamon is dissovled and drink. (Repeat if nessesary....or unconscious on the floor.)"",,Apple juice,Vodka,Cinnamon,,,,,,,,,,,";;;
;;;
"13997,Fuzzy Navel,Cocktail,Alcoholic,""Mix all ingredients into glass, top with ice."",,Peach schnapps,Orange juice,Lemonade,,,,,,,,,,,";;;
;;;
13999,Chocolate Chip,Milk / Float / Shake,Alcoholic,Half fill shaker with ice. Add liquers and top with milk. Shake and pour over ice.,,Creme de Cacao,Dark Creme de Cacao,Irish cream,Milk,,,,,,,,,,;;;
;;;
"14001,Tequillya,Ordinary Drink,Alcoholic,""Pour ingredients together into glass, over ice. Mix well. Serve with lime and salted glass if desired."",,Tequila,White rum,Vodka,Margarita mix,,,,,,,,,,";;;
;;;
"14003,Whiskey Sour Old-Fashioned,Cocktail,Alcoholic,""Mix Whiskey, Bitters, and Cherry Juice in a ice-filled cocktail class, and fill the remaining class with sour. Garnish with olives or mushrooms and use a stir stick to mix and your mouth and taste buds to enjoy."",,Whiskey,Sour mix,Maraschino cherry juice,Bitters,,,,,,,,,,";;;
;;;
14005,Toolkit,Shot,Alcoholic,Mix all ingredients and pour into shot glasses. Slam it!!,,Creme de Cacao,Irish cream,Amaretto,Kahlua,,,,,,,,,,;;;
;;;
14007,Big Red Hooter,Ordinary Drink,Alcoholic,Pour tequila and amaretto over ice into collins glass. Fill with pineapple juice and top with grenadine. Garnish with a cherry and serve with a straw.,,Tequila,Amaretto,Pineapple juice,Grenadine,,,,,,,,,,;;;
;;;
14009,Catalina Margarita,Cocktail,Alcoholic,Shake with cracked ice and strain into chilled cocktail or margarita glass.,,Tequila,Peach schnapps,Blue Curacao,Sour mix,,,,,,,,,,;;;
;;;
14011,Sloe Tequila,Ordinary Drink,Alcoholic,Combine ingredients with a half-cup of crushed ice in blender. Blend at low speed and pour into old-fashioned glass. Add ice cubes and twist of cucumber peel.,,Tequila,Sloe gin,Lime juice,,,,,,,,,,,;;;
;;;
14015,Wild Thing,Ordinary Drink,Alcoholic,Pour over ice into old-fashioned glass. Garnish with a lime wheel.,,Tequila,Cranberry juice,Club soda,Lime juice,,,,,,,,,,;;;
;;;
"14017,Fraustadt,Cocktail,Alcoholic,""Fill the Boston shaker with all the ingridiens and a lot of icecubes, then shake untill your hands goes into hypothermia. Pour up in a highball glas and put a lemonslice on the edge."",,Absolut Vodka,Cointreau,Midori melon liqueur,Lemon juice,,,,,,,,,,";;;
;;;
"14019,Mudwrestle,Ordinary Drink,Alcoholic,""mix in shaker, serve over lots of ice"",,Tia maria,Vodka,Creme de Cacao,Bailey's irish cream,,,,,,,,,,";;;
;;;
14021,Blue Tahoe,Punch / Party Drink,Alcoholic,Put all ingredients in together followed by the champagne last,,Blue Curacao,Tequila,Lime juice,Lemon,Orange,Ice,Cherry,Champagne,,,,,,;;;
;;;
14023,Pineapple Bomb,Shot,Alcoholic,Combine all ingredients in a shaker with ice. Optional splash of 7up or Sprite can be added... Shake Until condensation forms on outside of shaker Strain into shot glasses,,Southern Comfort,Triple sec,Pineapple juice,,,,,,,,,,,;;;
;;;
14025,Fin N' Tonic,Cocktail,Alcoholic,mix ingredients and serve over ice.,,Gin,Peppermint schnapps,Tonic water,,,,,,,,,,,;;;
;;;
14027,Kurant,Ordinary Drink,Alcoholic,Put some icecubes into a highball glass. Pour Absolut Kurant in the glass and fill up with Russian. Add a straw. Drink.,,Absolut Kurant,Schweppes Russchian,Ice,,,,,,,,,,,;;;
;;;
14029,'57 Chevy with a White License Plate,Cocktail,Alcoholic,1. Fill a rocks glass with ice 2.add white creme de cacao and vodka 3.stir,http://www.thecocktaildb.com/images/media/drink/qyyvtu1468878544.jpg,Creme de Cacao,Vodka,,,,,,,,,,,,;;;
;;;
"14033,Desert Water,Shot,Alcoholic,""Use a spoon when You pour the Tequila into the glass, so it doesn't mix with the Tabasco"",,Tabasco sauce,Tequila,,,,,,,,,,,,";;;
;;;
"14035,Cape Cod Crush,Ordinary Drink,Alcoholic,""Blend the Southern Comfort, cranberry juice, and ice in a blender. Pour and serve."",,Southern Comfort,Cranberry juice,Ice,,,,,,,,,,,";;;
;;;
14037,Sweet Flower,Cocktail,Alcoholic,1. Shake all ingredients. 2. pour into cocktail glass.,,Peach liqueur,Orange juice,Lemon juice,Grenadine,,,,,,,,,,;;;
;;;
14039,Sweet Temptation,Other/Unknown,Alcoholic,Fill a Higball glass 2/3 with ice cubes. build the alcoholic and the sprite into the glass. The sour mix on top as a fizz.(shaken/mixed). Served with straw and a slice of citrus on top.,,Triple sec,Peachtree schnapps,Sprite,Sour mix,Ice,Lime,,,,,,,,;;;
;;;
"14041,Violent fuck,Ordinary Drink,Alcoholic,""Fill highball glass with ice, add 1oz. curaco 1/2oz sloe gin fill 1/2 sour mix, 1/2 oj blend for 2 secs, garnish with cherry"",,Curacao,Sloe gin,Sour mix,Orange juice,Ice,,,,,,,,,";;;
;;;
14043,Fuzzy Chartreuse,Ordinary Drink,Alcoholic,Fill Glass half full with crushed ice Add Midori Then fill glass the rest of the way full with Ginger Ale This should result in a Chartreuse colored drink. Add more Midori to your taste.,,Midori melon liqueur,Ginger ale,Ice,,,,,,,,,,,;;;
;;;
"14045,Chapman,Milk / Float / Shake,Alcoholic,""Take the pisang ambon in the glas, and then the milk. Then shake it... Enjoy...!"",,Pisang Ambon,Milk,,,,,,,,,,,,";;;
;;;
"14047,Bloody O.J.,Ordinary Drink,Alcoholic,""Pour the ingredients in a glass, stir."",,Bourbon,Orange juice,Tomato juice,Soda water,Ice,,,,,,,,,";;;
;;;
14049,Dead Dog Vomit,Shot,Alcoholic,In a high-ball glass add 0ne shot of 151 rum and then layer each if the other ingredents on top.,,151 proof rum,Tequila,Jägermeister,,,,,,,,,,,;;;
;;;
"14051,Stabilizer,Shot,Alcoholic,""Chill the Rumple Minze until VERY cold. Then pour over the 151 in a shot glass. They will not layer, so don't try it. Then drink the shot quickly...don't waste time smelling the shot or sipping it...just drink it. The sit back and enjoy!"",,151 proof rum,Rumple Minze,,,,,,,,,,,,";;;
;;;
"14053,Mother's Milk,Shot,Alcoholic,""Shake over ice, strain. Serves two."",,Goldschlager,Butterscotch schnapps,Milk,,,,,,,,,,,";;;
;;;
"14055,The Triple,Shot,Alcoholic,""Straight out of the freezer, pour into a double shot glass the vodka, then Jägermeister, then Goldschlager."",,Vodka,Jägermeister,Goldschlager,,,,,,,,,,,";;;
;;;
"14057,Sinfonian,Shot,Alcoholic,""In the Shot Glass, layer equal parts of each Liquer, the Grenadine on the bottom, the Kahlua in the middle, and the Grand Marnier on top. This creates red, Black, and Gold Layers."",,Kahlua,Grenadine,Grand Marnier,,,,,,,,,,,";;;
;;;
"14059,Dickhead's Delight,Ordinary Drink,Alcoholic,""Mix liquor and chocolate milk in a higball glass, then top with whipped cream and cinnamon."",,Kahlua,Rum,Chocolate milk,Cinnamon,Whipped cream,,,,,,,,,";;;
;;;
"14061,Kilted Black Leprechaun,Shot,Alcoholic,""Layer ingredients in the glass, in the following order: Baileys first, Malibu next, Drambuie last Serve with a smile (to placate the Leprechauns), wearing no underwear (och!), and thinking of sex (mon). Glug. Whee!"",,Bailey's irish cream,Malibu rum,Drambuie,,,,,,,,,,,";;;
;;;
"14063,Irish Monk #2,Shot,Alcoholic,""Pour ingredients into the shot glass in the following order: - Baileys first, - Frangelico next, - Brandy on top."",,Bailey's irish cream,Frangelico,Brandy,,,,,,,,,,,";;;
;;;
14065,Zippy's Revenge,Cocktail,Alcoholic,Mix Kool-Aid to taste then add Rum and ammaretto. shake well to disolve the sugar in the Kool-Aid... serve cold,,Amaretto,Rum,Kool-Aid,,,,,,,,,,,;;;
;;;
14067,Sangrita,Shot,Alcoholic,Fill one shooter with Tequila. Take a second shot glass and fill it with clamato. Then add a couple drops of tabasco and worchestershire sauce. Shoot the tequila and chase it with the second shot. Enjoy!,,Tequila,Clamato juice,Tabasco sauce,Worcestershire sauce,,,,,,,,,,;;;
;;;
"14069,Coco Cognac,Cocktail,Alcoholic,""Pour the ingredients in a shaker with ice cubes, shake, and pour in a cocktail glass."",,Cognac,Tia maria,Milk,,,,,,,,,,,";;;
;;;
14071,Belgian Blue,Soft Drink / Soda,Alcoholic,Just pour all ingredients in the glass and stir...,http://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,Vodka,Coconut liqueur,Blue Curacao,Sprite,,,,,,,,,,;;;
;;;
"14073,B-52 #3,Shot,Alcoholic,""Layer the three ingredients in that order. And, I am terrible sorry, this is the only way to make a B-52 the right way."",,Kahlua,Bailey's irish cream,Cointreau,,,,,,,,,,,";;;
;;;
14075,Black and White,Cocktail,Alcoholic,Stir the ingredients with and and pour into a well-chilled cocktail glass.,,Kahlua,Milk,,,,,,,,,,,,;;;
;;;
"14077,Pure White Evil,Ordinary Drink,Alcoholic,""Mix toghter, light, drink, wake up in bed."",,Everclear,Rum,Vodka,Whisky,Lemon juice,Lemon,,,,,,,,";;;
;;;
14079,Evil Slider,Ordinary Drink,Alcoholic,Mix well,,Vodka,Iced tea,,,,,,,,,,,,;;;
;;;
14081,Screaming Orgasm (San Francisco Style),Cocktail,Alcoholic,Simply mix then add ice.,,Bailey's irish cream,Triple sec,Cognac,,,,,,,,,,,;;;
;;;
14083,Gladiator,Shot,Alcoholic,Mix 1/2 oz Amaretto with 1/2 oz Southern Comfort. Drop into glass of 2 oz orange juice mixed with 2 oz 7-up.,,Amaretto,Southern Comfort,Orange juice,7-Up,,,,,,,,,,;;;
;;;
14085,Hard Green Bricaki,Ordinary Drink,Alcoholic,Fill glass with ice and add liquors. Add a dash of lime juice. Fill to top with pineapple juice. Shake well and serve. Garnish with a slice of lime and a cherry.,,Absolut Citron,Malibu rum,Midori melon liqueur,Lime juice,Pineapple juice,Lime,,,,,,,,;;;
;;;
"14087,Red Snapper,Shot,Alcoholic,""One shot each, shake n shoot"",,Crown Royal,Amaretto,Cranberry juice,,,,,,,,,,,";;;
;;;
14089,Shamrocks,Ordinary Drink,Alcoholic,Mix equal parts Curacao and Vodka and and O.J for a Light Green color. Erin Go Bragh!!,,Blue Curacao,Vodka,Orange juice,,,,,,,,,,,;;;
;;;
"14091,Russian Qualude,Ordinary Drink,Alcoholic,""Pour alchol over ice, top with milk, stir and serve"",,Vodka,Kahlua,Irish cream,Frangelico,Cream,,,,,,,,,";;;
;;;
14093,Triple Asp,Ordinary Drink,Alcoholic,Poor the ingredients in a glass. Ice if preffered. Drink it on a hot summer-night.,,Absolut Vodka,Absolut Citron,Absolut Kurant,Sprite,,,,,,,,,,;;;
;;;
