idDrink,strDrink,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15;;;
;;;
"12286,Spring Feeling Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Green Chartreuse,Lemon juice,,,,,,,,,,,";;;
;;;
"12288,St. Charles Punch,Ordinary Drink,Alcoholic,""Shake all ingredients (except port) with ice and strain into a collins glass over ice cubes. Top with port, add the slice of lemon, and serve."",,Brandy,Triple sec,Port,Lemon,Sugar,Lemon,,,,,,,,";;;
;;;
"12290,St. Patrick's Day,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Green Creme de Menthe,Green Chartreuse,Irish whiskey,Bitters,,,,,,,,,,";;;
;;;
"12292,Stanley Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Light rum,Gin,Lemon,Grenadine,,,,,,,,,,";;;
;;;
"12294,Stanley Senior,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."",,Light rum,Grapefruit juice,Cranberry liqueur,,,,,,,,,,,";;;
;;;
12296,Starseeker,Ordinary Drink,Alcoholic,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well and garnish with the lemon wedge.,,Light rum,Orange juice,Grenadine,Tonic water,,,,,,,,,,;;;
;;;
"12298,Stiletto,Ordinary Drink,Alcoholic,""Pour all ingredients into an old-fashioned glass over ice cubes, stir, and serve. (Bourbon may be substituted for blended whiskey, if preferred.)"",,Amaretto,Blended whiskey,Lemon,,,,,,,,,,,";;;
;;;
"12300,Stinger,Ordinary Drink,Alcoholic,""Shake ingredients with ice, strain into a cocktail glass, and serve."",,Brandy,White Creme de Menthe,,,,,,,,,,,,";;;
;;;
"12302,Stirrup Cup,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."",,Cherry brandy,Brandy,Lemon,Sugar,,,,,,,,,,";;;
;;;
"12304,Stone Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Sweet Vermouth,Sherry,Light rum,,,,,,,,,,,";;;
;;;
12306,Stone Fence,Ordinary Drink,Alcoholic,Fill a highball glass with ice cubes. Add whiskey and bitters and fill with apple cider. Both Bourbon and Scotch can be used.,,Whiskey,Apple cider,Bitters,,,,,,,,,,,;;;
;;;
"12308,Stone Sour,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve."",http://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,,,";;;
;;;
"12310,Straight Law Cocktail,Ordinary Drink,Alcoholic,""Stir ingredients with ice, strain into a cocktail glass, and serve."",,Sherry,Gin,,,,,,,,,,,,";;;
;;;
"12312,Stranger-In-Town,Ordinary Drink,Alcoholic,""In a mixing glass half-filled with ice cubes, combine the rum, vermouth, Calvados, and cherry brandy. Stir well. Strain into a cocktail glass and garnish with the cherry."",,Light rum,Sweet Vermouth,Calvados,Cherry brandy,Maraschino cherry,,,,,,,,,";;;
;;;
"12314,Strawberries And Cream,Ordinary Drink,Alcoholic,""Place schnapps, half-and-half, sugar, and 2 cups of crushed ice in an electric blender and blend at a high speed. Add 2 of the strawberries and blend for 10 seconds. Pour into a parfait glass, top with the other strawberry, and serve with a straw."",,Strawberry schnapps,Half-and-half,Sugar,Strawberries,,,,,,,,,,";;;
;;;
"12316,Strawberry Daiquiri,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Strawberry schnapps,Light rum,Lime juice,Powdered sugar,Strawberries,,,,,,,,,";;;
;;;
"12318,Strawberry Dawn,Ordinary Drink,Alcoholic,""Blend all ingredients (except mint sprig) with 1 cup of crushed ice in an electric blender at a high speed. Pour into a cocktail glass, add the sprig of mint, and serve."",,Gin,Cream of coconut,Strawberries,Mint,,,,,,,,,,";;;
;;;
12320,Strawberry Fields Forever,Ordinary Drink,Alcoholic,Pour brandy and schnapps over ice in a highball glass. Fill with carbonated water and stir. Garnish with a strawberry and serve.,,Brandy,Strawberry schnapps,Carbonated water,Strawberries,,,,,,,,,,;;;
;;;
"12322,Strawberry Margarita,Ordinary Drink,Alcoholic,""Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve."",http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Strawberry schnapps,Tequila,Triple sec,Lemon juice,Strawberries,Salt,,,,,,,,";;;
;;;
"12324,Sue Riding High,Ordinary Drink,Alcoholic,""Let the hot chocolate cool to room temperature. In a shaker half-filled with ice cubes, combine the rum, creme de cacao, and hot chocolate. Shake well. Strain into a cocktail glass. Drop the cream into the center of the drink."",,Dark rum,Dark Creme de Cacao,Hot chocolate,Heavy cream,,,,,,,,,,";;;
;;;
"12326,Suffragette City,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."",,Light rum,Grand Marnier,Lime juice,Grenadine,,,,,,,,,,";;;
;;;
"12328,Sugar Daddy,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."",,Gin,Maraschino liqueur,Pineapple juice,Bitters,,,,,,,,,,";;;
;;;
12330,Sunshine Cocktail,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,,Gin,Sweet Vermouth,Bitters,Orange peel,,,,,,,,,,;;;
;;;
"12332,Surf Rider,Ordinary Drink,Alcoholic,""Shake all ingredients (except orange slice) with ice and strain into a cocktail glass. Add the orange slice, top with a cherry, and serve."",,Sweet Vermouth,Vodka,Orange juice,Lemon,Grenadine,Orange,,,,,,,,";;;
;;;
"12334,Surrey Slider,Ordinary Drink,Alcoholic,""Pour the rum, peach schnapps, and orange juice into a highball glass almost filled with ice cubes. Stir well and garnish with the orange slice."",,Añejo rum,Peach schnapps,Orange juice,Orange,,,,,,,,,,";;;
;;;
12336,Susan Littler,Ordinary Drink,Alcoholic,Pour all of the ingredients into a highball glass almost filled with ice cubes. Stir well.,,Dark rum,Bourbon,Galliano,Orange juice,,,,,,,,,,;;;
;;;
"12338,Sweet Maria,Ordinary Drink,Alcoholic,""Shake all ingredients with cracked ice, strain into a cocktail glass, and serve."",,Amaretto,Vodka,Light cream,,,,,,,,,,,";;;
;;;
"12340,Sweet Patootie Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Triple sec,Gin,Orange juice,,,,,,,,,,,";;;
;;;
"12342,Swiss Family Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Blended whiskey,Dry Vermouth,Anis,Bitters,,,,,,,,,,";;;
;;;
12344,T.N.T. No. 2,Ordinary Drink,Alcoholic,Pour ingredients into an old-fashioned glass over ice cubes. Stir well and serve.,,Tequila,Tonic water,,,,,,,,,,,,;;;
;;;
"12346,Tailspin Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve. (An olive may be substituted for the cherry, if preferred.)"",,Sweet Vermouth,Gin,Green Chartreuse,Orange bitters,Lemon peel,Cherry,,,,,,,,";;;
;;;
"12348,Tango Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Sweet Vermouth,Dry Vermouth,Gin,Triple sec,Orange juice,,,,,,,,,";;;
;;;
"12350,Tartan Swizzle,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine lime juice, sugar, Scotch, and bitters. Shake well. Almost fill a collins glass with crushed ice. Stir until glass is frosted. Strain mixture in shaker into the glass and add the club soda."",,Lime juice,Sugar,Scotch,Bitters,Ice,Club soda,,,,,,,,";;;
;;;
"12352,Tartantula,Ordinary Drink,Alcoholic,""In a mixing glass half-filled with ice cubes, combine the Scotch, vermouth, and Benedictine. Stir well. Strain into a cocktail glass. Garnish with the lemon twist."",,Scotch,Sweet Vermouth,Benedictine,Lemon peel,,,,,,,,,,";;;
;;;
"12354,Temptation Cocktail,Ordinary Drink,Alcoholic,""Shake blended whiskey, Dubonnet, triple sec, and anis with ice and strain into a cocktail glass. Add the twists of orange and lemon peel and serve."",,Blended whiskey,Dubonnet Rouge,Triple sec,Anis,Orange peel,Lemon peel,,,,,,,,";;;
;;;
"12356,Tempter Cocktail,Ordinary Drink,Alcoholic,""Stir ingredients with ice, strain into a cocktail glass, and serve."",,Apricot brandy,Port,,,,,,,,,,,,";;;
;;;
"12358,Ten Quidder,Ordinary Drink,Alcoholic,""In an old-fashioned glass almost filled with ice cubes, combine the gin, triple sec, and bitters. Stir well. Pour the Curacao into the center of the drink."",,Gin,Triple sec,Bitters,Blue Curacao,,,,,,,,,,";;;
;;;
12360,Tequila Cocktail,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon slice) with ice and strain into a cocktail glass. Add the slice of lemon and serve.,,Tequila,Lemon,Grenadine,Egg white,Lemon,,,,,,,,,;;;
;;;
"12362,Tequila Fizz,Ordinary Drink,Alcoholic,""Shake all ingredients (except ginger ale) with ice and strain into a collins glass over ice cubes. Fill with ginger ale, stir, and serve."",,Tequila,Lemon juice,Grenadine,Egg white,Ginger ale,,,,,,,,,";;;
;;;
"12364,Tequila Manhattan,Ordinary Drink,Alcoholic,""Shake tequila, vermouth, and lime juice with ice and strain into an old-fashioned glass over ice cubes. Add the slice of orange, top with the cherry, and serve."",,Tequila,Sweet Vermouth,Lime juice,Orange,Cherry,,,,,,,,,";;;
;;;
"12366,Tequila Matador,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a champagne flute, and serve."",,Tequila,Pineapple juice,Lime,,,,,,,,,,,";;;
;;;
"12368,Tequila Old-Fashioned,Ordinary Drink,Alcoholic,""Mix sugar, bitters, and 1 tsp. water in an old-fashioned glass. Add tequila, ice cubes, and carbonated water. Add the stick of pineapple and serve."",,Tequila,Carbonated water,Sugar,Bitters,Pineapple,,,,,,,,,";;;
;;;
"12370,Tequila Sour,Ordinary Drink,Alcoholic,""Shake tequila, juice of lemon, and powdered sugar with ice and strain into a whiskey sour glass. Add the half-slice of lemon, top with the cherry, and serve."",,Tequila,Lemon,Powdered sugar,Lemon,Cherry,,,,,,,,,";;;
;;;
12372,Tequila Sunset,Ordinary Drink,Alcoholic,Pour tequila into a collins glass filled with ice cubes. Fill with orange juice and stir well. Top with blackberry brandy and stir lightly. Add the cherry on top and serve.,,Tequila,Orange juice,Blackberry brandy,Cherry,,,,,,,,,,;;;
;;;
"12374,Tequini,Ordinary Drink,Alcoholic,""Stir tequila, vermouth, and bitters with ice and strain into a cocktail glass. Add the twist of lemon peel, top with the olive, and serve."",,Tequila,Dry Vermouth,Bitters,Lemon peel,Olive,,,,,,,,,";;;
;;;
12376,Thanksgiving Special,Ordinary Drink,Alcoholic,Shake all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,,Apricot brandy,Dry Vermouth,Gin,Lemon juice,Cherry,,,,,,,,,;;;
;;;
"12378,The Bronx Ain't So Sweet,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."",,Gin,Dry Vermouth,Orange juice,,,,,,,,,,,";;;
;;;
"12380,The Original Singapore Sling,Ordinary Drink,Alcoholic,""In a mixing glass half-filled with ice cubes, combine the gin, Benedictine, and chery brandy. Stir well. Strain into a colliins glass almost filled with ice cubes. Top with the club soda and stir well."",,Gin,Benedictine,Cherry brandy,Club soda,,,,,,,,,,";;;
;;;
"12382,The Shoot,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Sherry,Scotch,Lemon juice,Orange juice,Powdered sugar,,,,,,,,,";;;
;;;
"12384,Third-Rail Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Light rum,Brandy,Apple brandy,Anis,,,,,,,,,,";;;
;;;
"12386,Three Miller Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Light rum,Brandy,Lemon juice,Grenadine,,,,,,,,,,";;;
;;;
"12388,Thriller,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass."",http://www.thecocktaildb.com/images/media/drink/rvuswq1461867714.jpg,Scotch,Wine,Orange juice,,,,,,,,,,,";;;
;;;
"12390,Thunder,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Brandy,Powdered sugar,Cayenne pepper,Egg yolk,,,,,,,,,,";;;
;;;
"12392,Thunder-And-Lightning,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Brandy,Powdered sugar,Egg yolk,,,,,,,,,,,";;;
;;;
"12394,Thunderclap,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Blended whiskey,Brandy,Gin,,,,,,,,,,,";;;
;;;
12396,Tidbit,Ordinary Drink,Alcoholic,Blend all ingredients in an electric blender at a low speed for a short length of time. Pour into a highball glass and serve.,,Gin,Vanilla ice-cream,Sherry,,,,,,,,,,,;;;
;;;
"12398,Tipperary Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Sweet Vermouth,Irish whiskey,Green Chartreuse,,,,,,,,,,,";;;
;;;
"12400,To Hell With Swords And Garter,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass almost filled with ice cubes."",,Scotch,Dry Vermouth,Pineapple juice,,,,,,,,,,,";;;
;;;
"12402,Tom Collins,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice."",http://www.thecocktaildb.com/images/media/drink/qystvv1439907682.jpg,Gin,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,,,,,,,,";;;
;;;
"12404,Top Banana,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."",,Creme de Banane,Vodka,Orange,,,,,,,,,,,";;;
;;;
"12406,Torridora Cocktail,Ordinary Drink,Alcoholic,""Shake light rum, brandy, and cream with ice and strain into a cocktail glass. Float 151 proof rum on top and serve."",,Light rum,151 proof rum,Coffee brandy,Cream,,,,,,,,,,";;;
;;;
"12408,Tovarich Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Vodka,Kummel,Lime,,,,,,,,,,,";;;
;;;
"12410,Triad,Ordinary Drink,Alcoholic,""Pour the rum, vermouth, amaretto, and ginger ale into a highball glass almost filled with ice cubes. Stir well and garnish with the lemon twist."",,Añejo rum,Sweet Vermouth,Amaretto,Ginger ale,Lemon peel,,,,,,,,,";;;
;;;
"12412,Trilby Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Sweet Vermouth,Bourbon,Orange bitters,,,,,,,,,,,";;;
;;;
"12414,Trinity Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Dry Vermouth,Sweet Vermouth,Gin,,,,,,,,,,,";;;
;;;
"12416,Tropical Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Dry Vermouth,Creme de Cacao,Maraschino liqueur,Bitters,,,,,,,,,,";;;
;;;
12418,Turf Cocktail,Ordinary Drink,Alcoholic,Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.,http://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg,Dry Vermouth,Gin,Anis,Bitters,Orange peel,,,,,,,,,;;;
;;;
12420,Tuxedo Cocktail,Ordinary Drink,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,http://www.thecocktaildb.com/images/media/drink/uwrwtq1451327186.jpg,Dry Vermouth,Gin,Maraschino liqueur,Anis,Orange bitters,Cherry,,,,,,,,;;;
;;;
"12422,Twenty Thousand Leagues,Ordinary Drink,Alcoholic,""In a mixing glass half-filled with crushed ice, combine all of the ingredients. Stir well. Strain into a cocktail glass."",,Ice,Gin,Dry Vermouth,Pernod,Orange bitters,,,,,,,,,";;;
;;;
12424,Twin Hills,Ordinary Drink,Alcoholic,Shake all ingredients (except lemon slice) with ice and strain into a whiskey sour glass. Add the slice of lemon and serve.,,Blended whiskey,Lemon juice,Lime juice,Benedictine,Sugar,Lemon,,,,,,,,;;;
;;;
"12426,Twister,Ordinary Drink,Alcoholic,""Pour vodka and juice of lime into a collins glass over several ice cubes. Fill with lemon-lime soda, stir, and serve."",,Vodka,Lemon-lime soda,Lime,,,,,,,,,,,";;;
;;;
"12428,Typhoon,Ordinary Drink,Alcoholic,""Shake all ingredients (except champagne) with ice and strain into a collins glass over ice cubes. Fill glass with chilled champagne, stir lightly, and serve."",,Champagne,Gin,Anisette,Lime juice,,,,,,,,,,";;;
;;;
"12430,Ulanda Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Anis,Triple sec,,,,,,,,,,,";;;
;;;
"12432,Union Jack Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Sloe gin,Grenadine,,,,,,,,,,,";;;
;;;
"12434,Valencia Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Apricot brandy,Orange juice,Orange bitters,,,,,,,,,,,";;;
;;;
"12436,Van Vleet,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."",,Light rum,Maple syrup,Lemon juice,,,,,,,,,,,";;;
;;;
"12438,Velvet Hammer #1,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Creme de Cacao,Vodka,Cream,,,,,,,,,,,";;;
;;;
12440,Verboten,Ordinary Drink,Alcoholic,Shake all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,,Gin,Forbidden Fruit,Lemon juice,Orange juice,Cherry,,,,,,,,,;;;
;;;
"12442,Vermouth Cassis,Ordinary Drink,Alcoholic,""Stir vermouth and creme de cassis in a highball glass with ice cubes. Fill with carbonated water, stir again, and serve."",http://www.thecocktaildb.com/images/media/drink/tswpxx1441554674.jpg,Dry Vermouth,Creme de Cassis,Carbonated water,,,,,,,,,,,";;;
;;;
"12444,Vesuvio,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into an old-fashioned glass over ice cubes, and serve."",,Light rum,Sweet Vermouth,Lemon,Powdered sugar,Egg white,,,,,,,,,";;;
;;;
12446,Veteran,Ordinary Drink,Alcoholic,Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.,,Dark rum,Cherry brandy,,,,,,,,,,,,;;;
;;;
"12448,Vicious Sid,Ordinary Drink,Alcoholic,""In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass almost filled with ice cubes."",,Light rum,Southern Comfort,Triple sec,Lemon juice,Bitters,,,,,,,,,";;;
;;;
"12450,Victor,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Sweet Vermouth,Brandy,,,,,,,,,,,";;;
;;;
12452,Victory Collins,Ordinary Drink,Alcoholic,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,,Vodka,Lemon juice,Grape juice,Powdered sugar,Orange,,,,,,,,,;;;
;;;
"12454,Viva Villa,Ordinary Drink,Alcoholic,""Rub rim of old-fashioned glass with lemon juice and dip in salt. Shake all ingredients with ice, strain into the salt-rimmed glass over ice cubes, and serve."",,Tequila,Lime,Sugar,,,,,,,,,,,";;;
;;;
"12456,""Vodka """"7"""""",Ordinary Drink,Alcoholic,Pour vodka and juice of lime into a collins glass over several ice cubes. Drop the lime wedge in glass and fill with lemon-lime soda. Stir well and serve.,,Vodka,Lime,Lemon-lime soda,Lime,,,,,,,,,,";;;
;;;
"12458,Vodka And Apple Juice,Ordinary Drink,Alcoholic,""Pour vodka into a highball glass over two or three ice cubes. Fill with apple juice, stir, and serve."",,Vodka,Apple juice,,,,,,,,,,,,";;;
;;;
"12460,Vodka And Tonic,Ordinary Drink,Alcoholic,""Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve."",,Vodka,Tonic water,,,,,,,,,,,,";;;
;;;
"12462,Vodka Collins,Ordinary Drink,Alcoholic,""Shake vodka, juice of lemon, and powdered sugar with ice and strain into a collins glass. Add several ice cubes, fill with carbonated water, and stir. Decorate with slices of orange, lemon, and top with the cherry. Serve with a straw."",,Vodka,Lemon,Powdered sugar,Carbonated water,Cherry,Orange,,,,,,,,";;;
;;;
"12464,Vodka Gimlet,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Lime juice cordial,Vodka,Powdered sugar,,,,,,,,,,,";;;
;;;
"12466,Vodka Grasshopper,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Green Creme de Menthe,Creme de Cacao,Vodka,,,,,,,,,,,";;;
;;;
"12468,Vodka Salty Dog,Ordinary Drink,Alcoholic,""Pour all ingredients into a highball glass over ice cubes, stir well, and serve."",,Grapefruit juice,Vodka,Salt,,,,,,,,,,,";;;
;;;
12470,Vodka Sling,Ordinary Drink,Alcoholic,Dissolve powdered sugar in mixture of water and juice of lemon. Add vodka. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.,,Vodka,Lemon,Powdered sugar,Water,Orange peel,,,,,,,,,;;;
;;;
"12472,Vodka Stinger,Ordinary Drink,Alcoholic,""Shake ingredients with ice, strain into a cocktail glass, and serve."",,White Creme de Menthe,Vodka,,,,,,,,,,,,";;;
;;;
"12474,Waikiki Beachcomber,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",http://www.thecocktaildb.com/images/media/drink/ysuqus1441208583.jpg,Triple sec,Gin,Pineapple juice,,,,,,,,,,,";;;
;;;
"12476,Wallick Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Dry Vermouth,Triple sec,,,,,,,,,,,";;;
;;;
"12478,Ward Eight,Ordinary Drink,Alcoholic,""Shake blended whiskey, juice of lemon, grenadine, and powdered sugar with ice and strain into a red wine glass filled with cracked ice. Add the orange slice, top with the cherry, and serve with a straw."",,Blended whiskey,Lemon,Grenadine,Powdered sugar,Orange,Cherry,,,,,,,,";;;
;;;
"12480,Warsaw Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Vodka,Dry Vermouth,Blackberry brandy,Lemon juice,,,,,,,,,,";;;
;;;
"12482,Washington Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Dry Vermouth,Brandy,Sugar syrup,Bitters,,,,,,,,,,";;;
;;;
"12484,Watermelon,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a collins glass over ice cubes, and serve."",,Strawberry liqueur,Vodka,Sweet and sour,Orange juice,,,,,,,,,,";;;
;;;
"12486,Webster Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Apricot brandy,Dry Vermouth,Gin,Lime,,,,,,,,,,";;;
;;;
"12488,Wedding Belle Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Dubonnet Rouge,Gin,Cherry brandy,Orange juice,,,,,,,,,,";;;
;;;
"12490,Weep-No-More Cocktail,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Dubonnet Rouge,Brandy,Maraschino liqueur,Lime,,,,,,,,,,";;;
;;;
"12492,Wembly Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Gin,Dry Vermouth,Apricot brandy,Apple brandy,,,,,,,,,,";;;
;;;
"12494,Western Rose,Ordinary Drink,Alcoholic,""Shake all ingredients with ice, strain into a cocktail glass, and serve."",,Apricot brandy,Dry Vermouth,Gin,Lemon juice,,,,,,,,,,";;;
;;;
12496,What The Hell,Ordinary Drink,Alcoholic,Stir all ingredients with ice cubes in an old-fashioned glass and serve.,,Dry Vermouth,Gin,Apricot brandy,Lemon juice,,,,,,,,,,;;;
;;;
"12498,Whip Cocktail,Ordinary Drink,Alcoholic,""Stir all ingredients with ice, strain into a cocktail glass, and serve."",,Sweet Vermouth,Dry Vermouth,Brandy,Triple sec,Anis,,,,,,,,,";;;
;;;
12500,Whiskey Cocktail,Ordinary Drink,Alcoholic,Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.,,Blended whiskey,Sugar syrup,Bitters,Cherry,,,,,,,,,,;;;
;;;
"12502,Whiskey Collins,Ordinary Drink,Alcoholic,""Shake blended whiskey, juice of lemon, and powdered sugar with ice and strain into a collins glass. Add several ice cubes, fill with carbonated water, and stir. Decorate with slices of orange, lemon, and top with the cherry. Serve with a straw."",,Blended whiskey,Powdered sugar,Lemon,Carbonated water,Cherry,Orange,,,,,,,,";;;
;;;
12504,Whiskey Eggnog,Ordinary Drink,Alcoholic,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinke nutmeg on top and serve.,,Blended whiskey,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,;;;
;;;
12506,Whiskey Fix,Ordinary Drink,Alcoholic,Shake juice of lemon and powdered sugar with ice and strain into a highball glass over ice cubes. Add blended whiskey and stir. Add the slice of lemon and serve with a straw.,,Blended whiskey,Lemon,Powdered sugar,Lemon,,,,,,,,,,;;;
;;;
12508,Whiskey Flip,Ordinary Drink,Alcoholic,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,,Blended whiskey,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,;;;
;;;
12510,Whiskey Highball,Ordinary Drink,Alcoholic,Pour blended whiskey into a highball glass over ice cubes. Fill with carbonated water and stir. Add the twist of lemon peel and serve.,,Blended whiskey,Carbonated water,Lemon peel,,,,,,,,,,,;;;
;;;
12512,Whiskey Milk Punch,Ordinary Drink,Alcoholic,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,,Blended whiskey,Powdered sugar,Milk,Nutmeg,,,,,,,,,,;;;
;;;
12514,Whiskey Rickey,Ordinary Drink,Alcoholic,Pour blended whiskey and juice of lime into a highball glass over ice cubes. Fill with carbonated water and stir. Drop the wedge of lime in glass and serve.,,Blended whiskey,Lime,Carbonated water,Lime,,,,,,,,,,;;;
;;;
